#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),Genre
326,COAST GUARD,"Oct 21, 2015",$14.99,N/A (N/A/47%),"9,650 ±3,191",03:07 (02:11),Reality Twist GmbH,astragon Sales & Services GmbH,Simulation
1081,Toilet Tycoon,"Sep 17, 2015",$4.99,51% (82%),"9,650 ±3,191",02:24 (03:12),Anvil-Soft,Anvil-Soft,Simulation
1192,PeriAreion,"Feb 19, 2015",$5.99,N/A (N/A),"9,650 ±3,191",04:26 (04:45),TBA Games,TBA Games,Simulation
1387,18 Wheels of Steel: Extreme Trucker 2,"May 8, 2015",$9.99,N/A (N/A),"9,650 ±3,191",10:06 (02:36),ValuSoft,"ValuSoft, Retroism",Simulation
1777,J.U.R : Japan Underground Racing,"Aug 17, 2016",$4.99,N/A (N/A),"9,650 ±3,191",00:23 (00:41),JDM4iK,JDM4iK,Simulation
1891,Extreme Roads USA,06/06/14,$9.99,N/A (N/A),"9,650 ±3,191",00:24 (00:27),United Independent Entertainment GmbH,United Independent Entertainment GmbH,Simulation
2257,Final Soccer VR,17/11/16,$19.99,70% (89%),"9,650 ±3,191",01:27 (01:16),Ivanovich Games,Ivanovich Games,Simulation
2293,Luxury Hotel Emporium,"Aug 7, 2015",$4.99,N/A (N/A),"9,650 ±3,191",00:03 (00:04),United Independent Entertainment GmbH,United Independent Entertainment GmbH,Simulation
2340,Finders,"Apr 9, 2015",$5.99,38% (76%),"9,650 ±3,191",07:38 (05:11),"Alawar Entertainment, Amegami",Buka Entertainment,Simulation
2356,Pay2Win: The Tricks Exposed,"Dec 15, 2015",$4.99,23% (66%),"9,650 ±3,191",01:12 (01:14),Best Gaem Studio,Best Gaem Studio,Simulation
2370,Forget Me Not: My Organic Garden,"Aug 21, 2015",$9.99,64% (87%),"9,650 ±3,191",08:18 (07:38),CAVYHOUSE,AGM PLAYISM,Simulation
2446,Battle Test: A Nissan Rogue 360 VR Experience,31/03/17,Free,N/A (N/A),"9,650 ±3,191",00:12 (00:18),RadicalMedia,Nissan USA,Simulation
2556,Root Of Evil: The Tailor,"Dec 8, 2016",$6.99,85% (93%),"9,650 ±3,191",02:23 (02:50),EastFog Studios,EastFog Studios,Simulation
2831,Quarantine,"May 24, 2017",$9.99,18% (62%),"9,650 ±3,191",01:32 (01:06),Sproing,505 Games,Simulation
2924,Coffee Shop Tycoon,"Dec 5, 2016",$5.99,56% (84%),"9,650 ±3,191",05:02 (03:59),Riff Studios,Riff Studios,Simulation
2964,Treehouse Basketball,"Feb 15, 2017",Free,N/A (N/A),"9,650 ±3,191",00:07 (00:08),Treehouse,Treehouse,Simulation
3065,Star Rangers VR - Free Demo,"Sep 15, 2017",Free,N/A (N/A),"9,650 ±3,191",00:05 (00:04),"Project Whitecard Studios Inc., Xefier Games Inc.","Awestruck Games, EvolVR Games Ltd.",Simulation
3089,Nurse Love Addiction,07/07/16,$39.99,92% (95%),"9,650 ±3,191",10:13 (07:30),KOGADO STUDIO,Degica,Simulation
3105,Infect and Destroy,29/01/15,$6.99,N/A (N/A),"9,650 ±3,191",00:34 (00:39),FarrugiaSoft,FarrugiaSoft,Simulation
3202,Star Sky 2 - 2,02/03/16,$2.99,N/A (N/A),"9,650 ±3,191",02:37 (03:05),"Mårten Jonsson, JMJ Interactive",JMJ Interactive,Simulation
3243,Death Tractor,"Oct 29, 2015",$3.99,N/A (N/A),"9,650 ±3,191",05:19 (04:31),Exato Game Studios,Exato Game Studios,Simulation
3278,VR Interior Designer Pro,"Apr 4, 2017",Free,N/A (N/A),"9,650 ±3,191",00:21 (00:37),Edgehill CGI,Edgehill CGI,Simulation
3301,SAELIG,30/06/17,$14.99,33% (73%),"9,650 ±3,191",02:59 (01:40),Stardog Games,Stardog Games,Simulation
91,The Infectious Madness of Doctor Dekker,"May 19, 2017",$8.99,51% (82%/78%),"9,374 ±3,145",07:06 (05:05),D'Avekki Studios Ltd,D'Avekki Studios Ltd,Simulation
303,Marine Park Empire,"Sep 3, 2015",$6.99,N/A (N/A/58%),"9,374 ±3,145",04:11 (04:04),Enlight Software Limited,"Retroism, Enlight Software Limited",Simulation
456,The Living Dungeon,02/11/15,$12.99,N/A (N/A),"9,374 ±3,145",04:11 (04:47),RadiationBurn,RadiationBurn,Simulation
499,How to Take Off Your Mask,10/07/15,$11.99,53% (83%),"9,374 ±3,145",04:36 (05:08),"Chu-3, Bakufu Narayama",roseVeRte,Simulation
587,Destination: Pluto The VR Experience,20/01/17,Free,N/A (N/A),"9,374 ±3,145",00:36 (00:16),"SkyWorks Digital, Home Run Pictures",CuriosityStream,Simulation
676,Carried Away,"Oct 4, 2017",$8.99,85% (93%),"9,374 ±3,145",03:13 (02:28),Huge Calf Studios,Huge Calf Studios,Simulation
769,Unclaimed World,"Oct 4, 2016",$18.99,15% (59%),"9,374 ±3,145",04:41 (01:42),Refactored Games OÜ,Refactored Games OÜ,Simulation
887,R.B.I. Baseball 15,"Apr 30, 2015",$19.99,6% (44%),"9,374 ±3,145",09:06 (02:17),MLB.com,MLB.com,Simulation
922,Epic Manager - Create Your Own Adventuring Agency!,"Dec 12, 2016",$8.99,25% (68%),"9,374 ±3,145",07:34 (04:38),ManaVoid Entertainment Inc.,ManaVoid Entertainment Inc.,Simulation
1064,Slizer Battle Management System,"Sep 5, 2017",Free,N/A (N/A),"9,374 ±3,145",00:22 (00:07),slizer88,slizer88,Simulation
1168,Total Extreme Wrestling,19/03/15,$19.99,38% (76%),"9,374 ±3,145",17:33 (18:39),Grey Dog Software,Viva Media,Simulation
1484,Empires Of Creation,20/11/15,$4.99,N/A (N/A),"9,374 ±3,145",03:31 (03:51),Bundle Of Sticks Studios,,Simulation
1801,Rescue Team,"Feb 19, 2015",$4.99,74% (90%),"9,374 ±3,145",05:20 (03:21),Alawar Entertainment,Buka Entertainment,Simulation
2082,Stern Pinball Arcade,"Dec 23, 2016",Free,2% (33%),"9,374 ±3,145",04:58 (00:24),"FarSight Studios, Inc.","FarSight Studios, Inc.",Simulation
2194,Dead Army - Radio Frequency,"Oct 11, 2016",$5.99,N/A (N/A),"9,374 ±3,145",02:43 (02:40),Skyjaz Games,Skyjaz Games,Simulation
2195,Star Command Galaxies,"Sep 17, 2015",$14.99,21% (64%),"9,374 ±3,145",04:17 (01:37),Warballoon,Warballoon,Simulation
2674,Amigo VR,"Apr 13, 2017",Free,N/A (N/A),"9,374 ±3,145",00:10 (00:05),Amigo VR Studio,Amigo VR Studio,Simulation
3183,Hobo: Tough Life,25/07/17,$18.99,26% (69%),"9,374 ±3,145",05:55 (03:06),Perun Creative,Perun Creative,Simulation
3300,Virtual Villagers: A New Home,"May 12, 2008",$9.99,N/A (N/A),"9,374 ±3,145",15:58 (06:03),Last Day of Work,Last Day of Work,Simulation
3339,King Kaiju,31/01/17,$4.99,61% (86%),"9,374 ±3,145",03:08 (00:27),"Fire Hose Games, Chris Chung",Fire Hose Games,Simulation
68,Reigns: Her Majesty,"Dec 6, 2017",$2.99,77% (91%/81%),"9,099 ±3,098",01:43 (01:06),"Nerial, Synaptic Insight Technology Systems",Devolver Digital,Simulation
258,The Westport Independent,21/01/16,$9.99,17% (61%/63%),"9,099 ±3,098",01:23 (01:16),Double Zero One Zero,Coffee Stain Publishing,Simulation
294,No Pineapple Left Behind,"Feb 18, 2016",$9.99,N/A (N/A/59%),"9,099 ±3,098",00:17 (00:20),Subaltern Games,Subaltern Games,Simulation
721,The Golf Club 2,27/06/17,$39.99,21% (64%),"9,099 ±3,098",17:08 (08:05),HB Studios,Maximum Games,Simulation
836,Ships 2017,"Oct 19, 2016",$14.99,2% (29%),"9,099 ±3,098",02:10 (02:23),FragOut,FragOut,Simulation
925,Riding Star - Horse Championship!,27/03/14,$9.99,N/A (N/A),"9,099 ±3,098",03:54 (03:03),Sproing,Anikids,Simulation
1258,Military Life: Tank Simulator,01/06/16,$4.99,N/A (N/A),"9,099 ±3,098",00:42 (00:14),United Independent Entertainment GmbH,United Independent Entertainment GmbH,Simulation
1643,Cell HD: emergence,"Feb 19, 2015",$5.99,N/A (N/A),"9,099 ±3,098",00:06 (00:04),"New Life Interactive, LLC","New Life Interactive, LLC",Simulation
1672,Firefighters - The Simulation,"Aug 31, 2016",$14.99,N/A (N/A),"9,099 ±3,098",02:56 (04:20),VIS-Games,United Independent Entertainment GmbH,Simulation
1743,Professional Construction - The Simulation,"Aug 26, 2016",$14.99,N/A (N/A),"9,099 ±3,098",02:46 (04:18),VIS-Games,United Independent Entertainment GmbH,Simulation
1878,Making History: The Calm and the Storm Gold Edition,"May 19, 2015",$4.99,64% (87%),"9,099 ±3,098",18:19 (12:24),Muzzy Lane Software,Factus Games,Simulation
1971,Party Hard Tycoon,"Oct 19, 2017",$9.99,10% (52%),"9,099 ±3,098",02:55 (01:24),"Pinokl Games, Kverta Limited",tinyBuild,Simulation
2036,Heart's Medicine - Hospital Heat,"May 23, 2017",$12.99,89% (94%),"9,099 ±3,098",15:07 (14:57),Blue Giraffe,GameHouse,Simulation
2153,Ropeway Simulator 2014,"Dec 9, 2014",$9.99,N/A (N/A),"9,099 ±3,098",08:40 (11:27),Z-Software,astragon Entertainment GmbH,Simulation
2211,Creeper World 2: Anniversary Edition,16/11/16,$4.99,N/A (N/A),"9,099 ±3,098",22:16 (10:41),Knuckle Cracker,Knuckle Cracker,Simulation
2384,Falcon,08/01/16,$6.99,N/A (N/A),"9,099 ±3,098",00:04 (00:04),Spectrum Holobyte,Retroism,Simulation
2699,Starlite: Astronaut Rescue - Developed in Collaboration with NASA,27/01/14,$2.99,4% (38%),"9,099 ±3,098",00:22 (00:25),Project Whitecard Studios Inc.,Project Whitecard Studios Inc.,Simulation
2744,Forestry 2017 - The Simulation,25/03/16,$19.99,N/A (N/A),"9,099 ±3,098",03:26 (02:20),"Joindots, SilentFuture",United Independent Entertainment GmbH,Simulation
3053,Sakura Gamer,"Oct 5, 2017",$9.99,67% (88%),"9,099 ±3,098",01:31 (01:23),Winged Cloud,Winged Cloud,Simulation
3314,Eye of the Owl - Bosch VR,"Dec 23, 2016",Free,N/A (N/A),"9,099 ±3,098",00:08 (00:10),VRX,VRX,Simulation
76,Bowl Bound College Football,"Sep 3, 2015",$9.99,N/A (N/A/80%),"8,823 ±3,051",118:02 (11:57),Grey Dog Software,Viva Meda,Simulation
485,Human Extinction Simulator,21/01/15,$19.99,N/A (N/A),"8,823 ±3,051",03:22 (03:23),Machine 22,Machine 22,Simulation
663,Sovereignty: Crown of Kings,"Feb 2, 2017",$24.99,13% (56%),"8,823 ±3,051",18:15 (10:36),"Gothic Labs, The Lordz Games Studio",Slitherine Ltd.,Simulation
774,Treasure At The Top,"Sep 15, 2017",Free,N/A (N/A),"8,823 ±3,051",00:03 (00:02),ADB,ADB,Simulation
777,Oil Enterprise,"Apr 20, 2016",$19.99,6% (45%),"8,823 ±3,051",07:13 (04:03),Crafty Studios,astragon Entertainment GmbH,Simulation
1128,Fleet Defender: The F-14 Tomcat Simulation,"Oct 30, 2014",$6.99,N/A (N/A),"8,823 ±3,051",00:12 (00:12),"MicroProse Software, Inc.","Retroism, Nightdive Studios",Simulation
1174,FIELD BREAKING,03/06/17,$3.99,N/A (N/A),"8,823 ±3,051",00:01 (00:00),Evoluta Studio,Evoluta Studio,Simulation
1856,World of Subways 4 New York Line 7,23/03/15,$19.99,10% (52%),"8,823 ±3,051",09:07 (06:40),TML-Studios,Aerosoft GmbH,Simulation
2007,Store Manager: Cellular Edition,31/03/17,$6.99,N/A (N/A),"8,823 ±3,051",01:24 (01:38),Vue Simulations,,Simulation
2243,CINEVEO - VR Cinema,"Apr 24, 2015",$29.99,7% (46%),"8,823 ±3,051",00:42 (00:21),Sven Kohn,Mindprobe Labs,Simulation
2385,Alea Jacta Est,04/11/14,$24.99,N/A (N/A),"8,823 ±3,051",10:03 (01:32),Ageod,Slitherine Ltd.,Simulation
2645,Disgraced,18/11/16,$9.99,N/A (N/A),"8,823 ±3,051",02:38 (02:43),Corrosive Studios LLC,Corrosive Studios LLC,Simulation
2686,Terra Nova: Strike Force Centauri,23/07/15,$5.99,N/A (N/A),"8,823 ±3,051",04:57 (03:32),Looking Glass Studios,Nightdive Studios,Simulation
3253,Cooking Dash,"Aug 12, 2009",$9.99,N/A (N/A),"8,823 ±3,051",05:40 (03:37),Aliasworlds Entertainment,PlayFirst,Simulation
302,Formula Fusion,"May 31, 2017",$19.99,31% (72%/58%),"8,547 ±3,003",02:27 (01:29),R8 Games Ltd,R8 Games Ltd,Simulation
412,MakeThatMoney,22/03/17,$2.99,N/A (N/A),"8,547 ±3,003",02:57 (03:24),EcoGames,EcoGames,Simulation
438,New York Bus Simulator,04/03/16,$4.99,N/A (N/A),"8,547 ±3,003",00:01 (00:00),Little Freedom Factory,United Independent Entertainment GmbH,Simulation
576,Winter Sports Trilogy Super Pack,"Sep 10, 2015",$6.99,N/A (N/A),"8,547 ±3,003",09:33 (06:00),49 Games,Retroism,Simulation
607,Time Tenshi,20/11/15,$9.99,42% (78%),"8,547 ±3,003",03:45 (02:09),Silver Cow Studio,Silver Cow Studio,Simulation
766,One Late Night: Deadline,"Dec 22, 2014",$9.99,1% (24%),"8,547 ±3,003",19:00 (34:06),Black Curtain Studio,Black Curtain Studio,Simulation
907,OASE - Other Age Second Encounter,"Sep 30, 2015",$19.99,N/A (N/A),"8,547 ±3,003",06:03 (08:18),Zeiva Inc,Zeiva Inc,Simulation
945,Detached,"May 18, 2017",$24.99,46% (80%),"8,547 ±3,003",01:30 (00:29),Anshar Studios,Anshar Studios,Simulation
1262,A.I. Space Corps,"Feb 5, 2016",$4.99,N/A (N/A),"8,547 ±3,003",00:05 (00:05),GameArt Studio GmbH,GameArt Studio GmbH,Simulation
1377,The Mims Beginning,"May 18, 2016",$16.99,19% (63%),"8,547 ±3,003",06:43 (04:27),Squatting Penguins,Squatting Penguins,Simulation
1384,Time of Fury,18/07/14,$19.99,N/A (N/A),"8,547 ±3,003",03:18 (04:14),Wastelands Interactive,Slitherine Ltd.,Simulation
1390,Tiny Rails,"Aug 8, 2017",$9.99,53% (83%),"8,547 ±3,003",10:40 (08:22),Tiny Titan Studios,Tiny Titan Studios,Simulation
1494,Front Office Football Seven,"Feb 4, 2015",$18.99,46% (80%),"8,547 ±3,003",86:56 (16:08),Solecismic Software,Solecismic Software,Simulation
1584,Kokoda VR,"Oct 31, 2017",Free,N/A (N/A),"8,547 ±3,003",00:06 (00:12),Australian Broadcasting Corporation,Australian Broadcasting Corporation,Simulation
2096,BROKE PROTOCOL: Online City RPG,"Aug 26, 2017",$4.99,29% (71%),"8,547 ±3,003",15:25 (04:21),Cylinder Studios,Cylinder Studios,Simulation
2275,ALONE?,"Oct 10, 2016",$2.99,6% (44%),"8,547 ±3,003",02:50 (03:36),Deceptive Games Ltd.,Deceptive Games Ltd.,Simulation
2424,Carnival Games VR,"Oct 27, 2016",$19.99,48% (81%),"8,547 ±3,003",02:59 (02:33),Cat Daddy Games,2K,Simulation
2621,DinerTown Tycoon,"Sep 30, 2009",$9.99,N/A (N/A),"8,547 ±3,003",03:19 (01:49),PlayFirst,PlayFirst,Simulation
2705,Command: Northern Inferno,"Oct 22, 2015",$19.99,N/A (N/A),"8,547 ±3,003",15:45 (13:04),WarfareSims,Slitherine Ltd.,Simulation
2893,Polterheist,"Feb 22, 2017",$0.49,4% (39%),"8,547 ±3,003",01:03 (00:58),The_Kiddy,The_Kiddy,Simulation
3086,Catch Canvas,"Oct 14, 2016",$9.99,33% (73%),"8,547 ±3,003",01:50 (01:40),"Unwonted Studios, Razzart Visual",Sekai Project,Simulation
3230,Herding Dog,15/01/16,$2.99,N/A (N/A),"8,547 ±3,003",03:18 (03:30),xixgames,Black Shell Media,Simulation
84,Franchise Hockey Manager 2,"Sep 28, 2015",$19.99,21% (64%/79%),"8,272 ±2,954",34:06 (06:46),Out of the Park Developments,Out of the Park Developments,Simulation
187,Steel Armor: Blaze of War,05/03/15,$29.99,44% (79%/70%),"8,272 ±2,954",12:00 (03:11),Graviteam,Graviteam,Simulation
273,Little King's Story,"Aug 5, 2016",$19.99,31% (72%/62%),"8,272 ±2,954",06:56 (09:30),"Marvelous, Inc.","XSEED Games, Marvelous USA, Inc.",Simulation
360,Toro,26/01/16,$2.99,N/A (N/A),"8,272 ±2,954",00:05 (00:02),Recotechnology S.L.,Recotechnology S.L.,Simulation
475,Escape Bloody Mary,"Oct 25, 2016",$3.99,N/A (N/A),"8,272 ±2,954",00:32 (00:36),Well Told Entertainment,Well Told Entertainment,Simulation
560,Football Manager Touch 2016,,$29.99,N/A (N/A),"8,272 ±2,954",228:08 (105:12),Sports Interactive,SEGA,Simulation
574,Dangerous,"Dec 16, 2014",$19.99,N/A (N/A),"8,272 ±2,954",00:28 (00:29),Binary Helix,XP,Simulation
729,3D MiniGolf,"May 29, 2015",$9.99,N/A (N/A),"8,272 ±2,954",00:43 (00:38),Z-Software GmbH,rokaplay,Simulation
1107,Dwelvers,"Sep 11, 2014",$14.99,17% (61%),"8,272 ±2,954",04:55 (03:11),Rasmus Ljunggren,Dancing Devils,Simulation
1124,Shakedown Racing,12/11/15,$6.99,N/A (N/A),"8,272 ±2,954",02:57 (03:05),Induced Reaction,Sentinential Games,Simulation
1648,Fall of the Titanic,"Dec 3, 2015",N/A,12% (55%),"8,272 ±2,954",02:12 (01:13),TheWgames,TheWgames,Simulation
1732,Revolution Under Siege Gold,02/07/15,$24.99,N/A (N/A),"8,272 ±2,954",05:40 (03:22),"Sep Reds, Ageod",Slitherine Ltd.,Simulation
1858,Star Tactics,"Sep 7, 2016",$7.99,N/A (N/A),"8,272 ±2,954",03:28 (04:19),Devil's Dozen Games,Devil's Dozen Games,Simulation
2018,G Prime,"Aug 19, 2016",$9.99,N/A (N/A),"8,272 ±2,954",00:06 (00:02),Soma Games,Code-Monkeys,Simulation
2022,Lost Technology,"Aug 9, 2017",$2.99,85% (93%),"8,272 ±2,954",15:56 (06:47),Studio 4D,AGM PLAYISM,Simulation
2593,Stacks TNT,02/11/15,$4.99,N/A (N/A),"8,272 ±2,954",00:03 (00:04),Funcraft Games,Funcraft Games,Simulation
2677,Project Abyss,18/11/16,$6.99,N/A (N/A),"8,272 ±2,954",04:19 (03:42),Tall Story Studios,Tall Story Studios,Simulation
3019,Psi Project 2,10/11/17,$0.99,N/A (N/A),"8,272 ±2,954",00:00 (00:00),Vyacheslav Shilikhin,Vyacheslav Shilikhin,Simulation
3276,B. Braun Future Operating Room,"Dec 9, 2016",Free,N/A (N/A),"8,272 ±2,954",00:07 (00:05),NMY Mixed-Reality Communication GmbH,B. Braun,Simulation
262,Echelon: Wind Warriors,"Aug 8, 2014",$3.99,N/A (N/A/63%),"7,996 ±2,904",03:19 (04:49),MADia Entertainment,Buka Entertainment,Simulation
361,Falcon A.T.,08/01/16,$6.99,N/A (N/A),"7,996 ±2,904",00:05 (00:05),Spectrum Holobyte,Retroism,Simulation
377,Just Deserts,25/07/16,$9.99,56% (84%),"7,996 ±2,904",05:53 (04:32),Vifth Floor,Sekai Project,Simulation
516,Major\Minor,Oct 2016,$19.99,48% (81%),"7,996 ±2,904",03:47 (02:48),Tall Tail Studios,Tall Tail Studios,Simulation
620,City Climber,"Feb 24, 2017",$6.99,51% (82%),"7,996 ±2,904",01:57 (02:05),SimpleGhost,SimpleGhost,Simulation
710,Fantastic Pinball Thrills,26/06/15,$4.99,N/A (N/A),"7,996 ±2,904",00:32 (00:41),"Fancy Bytes, Reactor",United Independent Entertainment GmbH,Simulation
1015,Chocolatier: Decadence by Design,"Aug 12, 2009",$9.99,N/A (N/A),"7,996 ±2,904",10:43 (11:14),"Big Splash Games, LLC",PlayFirst,Simulation
1060,Meadowland,"Oct 22, 2014",$3.99,N/A (N/A),"7,996 ±2,904",02:29 (02:32),Mårten Jonsson,AGM PLAYISM,Simulation
1062,Fireworks Desert Blast,"Dec 22, 2016",Free,N/A (N/A),"7,996 ±2,904",00:12 (00:10),Karman Interactive,Karman Interactive,Simulation
1185,Cahors Sunset,13/01/15,$1.99,N/A (N/A),"7,996 ±2,904",00:18 (00:12),Locomotivah,Locomotivah,Simulation
1197,Abduction Action! Plus,"Sep 1, 2015",$1.99,N/A (N/A),"7,996 ±2,904",00:14 (00:14),Fun Infused Games,Fun Infused Games,Simulation
1496,Wildlife Park,"Apr 1, 2015",$6.99,N/A (N/A),"7,996 ±2,904",05:33 (02:00),b-alive gmbh,b-alive gmbh,Simulation
1791,Basketball Pro Management 2014,06/01/14,N/A,N/A (N/A),"7,996 ±2,904",01:00 (00:50),Umix,"Plug In Digital, Cyanide",Simulation
2034,Spice Road,"Apr 24, 2014",$19.99,N/A (N/A),"7,996 ±2,904",14:11 (04:55),Aartform Games,Aartform Games,Simulation
2274,The Crypts of Anak Shaba - VR,06/07/17,$0.99,N/A (N/A),"7,996 ±2,904",02:25 (03:04),Virtual Rage Studios LLC,Virtual Rage Studios LLC,Simulation
2315,Music Wars Empire,01/06/16,$14.99,6% (44%),"7,996 ±2,904",39:26 (104:29),Antuan Johnson,Code for Justice,Simulation
2658,A-Train PC Classic / APC,"Dec 13, 2016",$59.99,N/A (N/A),"7,996 ±2,904",84:08 (52:02),ARTDINK,"STUDIOARTDINK, Degica",Simulation
2761,Titans of Space 2.0,"May 23, 2016",$7.99,77% (91%),"7,996 ±2,904",00:45 (00:38),DrashVR LLC,DrashVR LLC,Simulation
3324,Idle Civilization,23/11/15,$4.99,13% (57%),"7,996 ±2,904",37:59 (07:51),Very Simple Idea Studios,Very Simple Idea Studios,Simulation
719,Loot Hound,17/11/15,$8.99,N/A (N/A),"7,720 ±2,854",04:46 (02:58),Rhizome Games™,Rhizome Games™,Simulation
886,Virtual Villagers: The Lost Children,"May 12, 2008",$9.99,N/A (N/A),"7,720 ±2,854",12:12 (11:31),Last Day of Work,Last Day of Work,Simulation
910,Castle Must Be Mine,11/11/16,$14.99,99% (98%),"7,720 ±2,854",06:25 (01:51),TheMiddleGray,TheMiddleGray,Simulation
1012,Star Trek: Judgment Rites,"May 8, 2015",$9.99,N/A (N/A),"7,720 ±2,854",03:23 (03:31),Interplay Entertainment Corp.,Interplay Entertainment Corp.,Simulation
1170,STEAM HAMMER,"May 12, 2017",$19.99,10% (52%),"7,720 ±2,854",24:22 (04:30),SF team,Big Way,Simulation
1233,ARM PLANETARY PROSPECTORS Asteroid Resource Mining,"Oct 1, 2015",$9.99,N/A (N/A),"7,720 ±2,854",01:01 (00:40),"NeFARiOUS Dimensions iNteractive, nDi",Nefarious Dimensions Inc.,Simulation
1894,Dream Car Builder,"Sep 22, 2016",$14.99,85% (93%),"7,720 ±2,854",14:24 (07:56),RoKo0 (Roman Konyukhov),RoKo0 (Roman Konyukhov),Simulation
2002,The Withering,"Dec 18, 2015",$9.99,26% (69%),"7,720 ±2,854",03:41 (01:38),CM Softworks,CM Softworks,Simulation
2009,When Our Journey Ends - A Visual Novel,"Feb 14, 2017",$6.99,N/A (N/A),"7,720 ±2,854",02:37 (03:37),Afterthought Studios,Afterthought Studios,Simulation
2123,Academia : School Simulator,"Sep 8, 2017",$19.99,48% (81%),"7,720 ±2,854",09:46 (03:01),Squeaky Wheel Studio Inc,Squeaky Wheel Studio Inc,Simulation
2184,stratO,01/06/15,$9.99,N/A (N/A),"7,720 ±2,854",04:31 (04:43),Mark Chong,Mark Chong,Simulation
2482,Pro Basketball Manager 2016,14/01/16,$14.99,4% (40%),"7,720 ±2,854",13:16 (04:03),"Cyanide, Umix Studios",Cyanide,Simulation
2918,Voxel Turf,"Sep 13, 2017",$7.99,58% (85%),"7,720 ±2,854",08:02 (06:13),L Twigger,L Twigger,Simulation
3189,Once Upon an All Hallow's Eve,18/01/17,Free,53% (83%),"7,720 ±2,854",00:42 (00:23),Ran,Visual Wordplay,Simulation
3196,Rock God Tycoon,"Feb 13, 2017",$10.99,56% (84%),"7,720 ±2,854",11:09 (05:35),"Sebastian Nigro, Panos Tzimas",EmberWulf,Simulation
3266,IronWolf VR,13/03/17,$19.99,99% (98%),"7,720 ±2,854",01:47 (01:22),Ionized Studios,Ionized Studios,Simulation
141,Eagle Flight,"Dec 20, 2016",$39.99,25% (68%/74%),"7,444 ±2,802",05:35 (02:45),Ubisoft Montreal Studio,Ubisoft,Simulation
490,Petz Catz 2,13/06/08,$9.99,N/A (N/A),"7,444 ±2,802",69:34 (03:04),Ubisoft,Ubisoft,Simulation
1187,Doodle God: 8-bit Mania - Collector's Item,18/11/16,$19.99,N/A (N/A),"7,444 ±2,802",02:47 (02:23),JoyBits Ltd.,JoyBits Ltd.,Simulation
1514,Airport Fire Department - The Simulation,"Aug 26, 2016",$14.99,N/A (N/A),"7,444 ±2,802",10:01 (05:42),VIS-Games,United Independent Entertainment GmbH,Simulation
1689,Patterns,,N/A,0% (13%),"7,444 ±2,802",03:47 (01:44),Linden Lab,Linden Lab,Simulation
1850,Star Traders: 4X Empires,"Dec 16, 2014",$9.99,N/A (N/A),"7,444 ±2,802",06:45 (01:39),Trese Brothers,Trese Brothers,Simulation
2148,Little Dog,"Sep 8, 2017",$1.99,N/A (N/A),"7,444 ±2,802",15:31 (15:31),Vyacheslav Shilikhin,Vyacheslav Shilikhin,Simulation
2270,Downpour,"May 14, 2015",$0.99,N/A (N/A),"7,444 ±2,802",01:48 (01:38),Modesto A. Rabena,Divergent Game Studio,Simulation
2365,Blobby Tennis,"May 12, 2017",Free,N/A (N/A),"7,444 ±2,802",00:26 (00:16),SlinDev,SlinDev,Simulation
2480,East Tower - Kurenai,30/07/15,$14.99,N/A (N/A),"7,444 ±2,802",04:18 (04:17),roseVeRte,roseVeRte,Simulation
2592,God Of Arrows VR,02/11/16,$7.99,N/A (N/A),"7,444 ±2,802",00:05 (00:02),Reactor Entertainment,Reactor Entertainment,Simulation
2723,Hyperspeed,"Apr 1, 2015",$6.99,N/A (N/A),"7,444 ±2,802",00:01 (00:00),"MicroProse Software, Inc","Nightdive Studios, Retroism",Simulation
3095,Mechs & Mercs: Black Talons,09/01/15,$9.99,4% (39%),"7,444 ±2,802",02:48 (01:59),Camel 101,Kasedo Games,Simulation
3309,The Dope Game,"May 30, 2016",$1.99,48% (81%),"7,444 ±2,802",05:07 (07:36),CoaguCo Industries,CoaguCo Industries,Simulation
234,Lethal VR,08/11/16,$14.99,67% (88%/66%),"7,169 ±2,750",02:02 (01:47),Three Fields Entertainment,Team17 Digital Ltd,Simulation
1008,Magic Lantern,29/01/17,$4.99,N/A (N/A),"7,169 ±2,750",00:15 (00:22),Parovoz Animation Studio,Interactive Moolt,Simulation
1035,East Tower - Kuon,26/06/15,$8.99,N/A (N/A),"7,169 ±2,750",03:30 (03:39),roseVeRte,roseVeRte,Simulation
1300,SWAT 3: Tactical Game of the Year Edition,"Apr 18, 2017",$9.99,15% (59%),"7,169 ±2,750",03:43 (00:33),Sierra,Activision,Simulation
1385,Stable Orbit,"Sep 27, 2017",$14.99,22% (65%),"7,169 ±2,750",04:46 (05:04),Codalyn,Green Man Gaming Publishing,Simulation
1389,Broken Blue,"Dec 9, 2016",Free,N/A (N/A),"7,169 ±2,750",00:50 (01:07),BacklotRealities,"Cacti Council, BacklotRealities",Simulation
1402,Anime Studio Simulator,02/11/16,$7.99,N/A (N/A),"7,169 ±2,750",02:35 (03:05),Visualnoveler,Visualnoveler,Simulation
1573,Gender Bender DNA Twister Extreme,23/11/15,$24.99,36% (75%),"7,169 ±2,750",13:41 (04:55),Transcendent Games,Transcendent Games,Simulation
1636,Shuffle!,22/11/16,$19.99,48% (81%),"7,169 ±2,750",06:22 (13:07),Navel,YumeHaven,Simulation
